file,seed,seed_flags,modifier_count,has_dead_sensors,is_fullmap,modifiers,seed_raw,unknown_tokens
wg71.png,,NO_SEED_FOUND,8,False,True,Ice Storm | Ancient Vault | Leech Swarms | Legion Patrols | Lava Epics | Lots Of Asteroids | Cryon Rift | Few Ships,TIMEREMAINING59:36 | TIMEREMAINING59:3 | TIMEREMAINING59:36 | 9:3 | REMAININ,
wg73.JPG,,NO_SEED_FOUND,7,False,True,Artifact: Weapon | Ancient Vault | Leech Swarms | Rogue Turrets | Low Altitude Fog | Lots Of Asteroids | Legion Patrols,MEREMAOmapsed:28236C0 | Z• | —s | seed:283 | 1MEREMAINING59:5:28236C0 | pseed:28323 | TIMEREMAINING9:1 | 9:1 | REMAININ | apseed:283236,
wg75.JPG,,NO_SEED_FOUND,7,False,True,Artifact: Ice | Ice Storm | Leech Swarms | Easy Loot | Lots Of Asteroids | Cryon Rift | Legion Patrols,MEREMAnmapsed:96E390 | •• | — | eed:91 | MEREMAINING59:5:96390 | seed:96E3 | TIMEREMAINING9:5 | 9:5 | REMAININ | pseed:96E3E,
wg77.JPG,,NO_SEED_FOUND,6,False,True,Artifact: Ice | Cosmic Storm | Leech Swarms | Rogue Turrets | Lava Epics | Legion Patrols,MEREmAnmapsee:29Eb49C0 | •• | seed:29EB4 | MEREMAINING59:5:9B49C0 | pseed:29EB4s | TIMEREMAINING59:5 | 9:5 | REMAININ | apseed:29EB49,
wg79.png,,NO_SEED_FOUND,7,False,True,Artifact: Ice | Fast Gate | Haunted Storm | Rogue Turrets | Few Asteroids | Gloaming Expanse | Legion Patrols,MEREMANNOmapsed:B840 | 7•• | TMEREMAINING59:538400 | eed: | TIMEREMAINING59:5 | 9:5 | EREMaININ | 0seed:7B8C4,"""nDoa. | TonLo"
wg8.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,cYanmlowb,MishRa
wg81.png,,NO_SEED_FOUND,6,False,True,Artifact: Ice | Cosmic Storm | Ancient Vault | Leech Swarms | Lava Epics | Legion Patrols,MEREMANNOmapsee789CEBOO | TMEREMAINING57:3478CB0 | TIMEREMAINING57:3 | 73 | EREMAININ | seed:78,
wg83.png,4498480,LENGTH_7_NOT_8,6,False,True,Artifact: Ice | Rogue Turrets | Lava Epics | Lots Of Asteroids | Cryon Rift | Legion Patrols,MEREMAn0mapseed4498480 | TMEREMAINING59:484980 | TIMEREMANING59:48 | 9:4 | EREMAININ | seed:4a498,
wg86.png,,NO_SEED_FOUND,7,False,True,Artifact: Ice | Ancient Vault | Rogue Turrets | Legion Patrols | Low Altitude Fog | Few Asteroids | Gloaming Expanse,VLRLMANmaseed | TIMEREMAINING59:147026700 | TIMEREMAINING59:14 | 9:1 | )seed:sD,ARTIEACT
wg87.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,MEREMANNOmagseed:60188BO0 | 7•• | TMEREMAINING59:5360180 | TIMEREMAINING59:5 | 9:5 | EREMAININ | seed:60,
wg88.JPG,10500,LENGTH_5_NOT_8,6,False,True,Artifact: Healing | Haunted Storm | Easy Loot | Gloaming Expanse | Legion Patrols | Few Ships,MEREMAomapseed10500 | •• | — | ed:6410 | 1MEReMAINING59:5:41000 | apseed:641053 | TIMEREMAINING59:5 | 9:5 | REMAININ | pseed:641053,
wg90.JPG,,NO_SEED_FOUND,7,False,True,Artifact: Ice | Sandstorm | Leech Swarms | Epic Loot | Dead Worlds | Legion Patrols | Few Ships,MEREMAOmapsed:B5E0190 | • | — | ed:B5 | 1MEREMAINING59:5BE0190 | pseed:B5E | TIMEREMAINING9: | 9:5 | REMAININ | pseed:B5EO,
wg91.png,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Leech Swarms | Epic Loot | Lots Of Asteroids | Legion Patrols | Few Ships,MEREMAINNO4Tapseed7086480 | TMEREMAINING44:297086480 | TIMEREMANING4:2 | REMaINII | • | 9,
wg92.png,50940,LENGTH_5_NOT_8,8,False,True,Ancient Vault | Rogue Turrets | Easy Loot | Low Altitude Fog | Lots Of Asteroids | Dead Worlds | Legion Patrols | Few Ships,MEREMANNOmapseed50940 | S•• | TMEREMAINING37:30570940 | TIMEREMAINING37: | 7:3 | EREMAININ | : | seed:57OF,
wg94.png,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Ancient Vault | Epic Loot | Gloaming Expanse | Legion Patrols | Few Ships,MEREMANNOmapseeC40 | 7• | TMEREMAINING59:5032C540 | TIMEREMAINING59:5 | 9:5 | EREMAININ | seed:32,
wg95.png,,NO_SEED_FOUND,6,False,True,Artifact: Healing | Ancient Vault | Leech Swarms | Easy Loot | Legion Patrols | Few Ships,TIMEEMAINING59:3 | cYma—b | TIMEREMAINING59:3 | M | TIMEREMAINING59:33 | 9:3 | REMAININ,
wg97.JPG,,NO_SEED_FOUND,7,False,True,Artifact: Healing | Sandstorm | Rogue Turrets | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,MEREMAnOmapsed:185C800 | — | —• | eed:185CA | 1MEREMAINING59:3:185CA800 | apseed:185CA80 | TIMEREMAINING9:30 | 9:3 | REMAININ | apseed:185CA81,
wg99.png,,NO_SEED_FOUND,8,False,True,Leech Swarms | Rogue Turrets | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Dead Worlds | Legion Patrols | Few Ships,TIMEREMAINING59:3 | TIMEREMAINING59:39 | ma | TIMEREMAINING59:39 | 9:3 | REMAININ | cYtYe | cYanmalow,
