file,seed,seed_flags,modifier_count,has_dead_sensors,is_fullmap,modifiers,seed_raw,unknown_tokens
471__capture_2026-03-25T05-07-09-945Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Healing | Rogue Turrets | Legion Patrols | Lava Epics | Few Asteroids | Few Ships,magsed:6BFD2300 | ed:6BFD | mase820 | beed:6BFD23 | e00) | upseed:6BFD23,
472__capture_2026-03-25T16-37-28-538Z.png,,NO_SEED_FOUND,5,False,False,Artifact: Weapon | Sandstorm | Dead Worlds | Legion Patrols | Few Ships,magpseed5CDB8D00 | d:5 | Dt | msedCD8D00 | seed:5CDB8D | eso | upseed:5CDB8DC,
473__capture_2026-03-25T17-01-31-736Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Healing | Fast Gate | Haunted Storm | Easy Loot | Low Altitude Fog | Gloaming Expanse | Legion Patrols | Few Ships,mapsee:438810 | ped:43E8 | mased480 | seed:43E881 | es0 | apseed:43E881K,
474__capture_2026-03-25T17-20-16-505Z.png,740C5480,,8,False,False,Artifact: Healing | Ancient Vault | Leech Swarms | Rogue Turrets | Legion Patrols | Lava Epics | Lots Of Asteroids | Few Ships,mapseed740C5480 | seed:740C5 | mapsed40540 | ipseed:740C54 | ese040 | apseed:740C544,
475__capture_2026-03-25T17-53-01-944Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Weapon | Ice Storm | Leech Swarms | Legion Patrols | Cryon Rift | Few Ships,mgseed:938C610 | eed:93BC | mased9810 | oseed:93BCC | ee961 | upseed:93BC6,
476__capture_2026-03-25T18-11-57-982Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Healing | Leech Swarms | Rogue Turrets | Epic Loot | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,magsed:270900 | ed:27Cl | se00 | pseed:27CBF9 | 0 | pseed:27CBF,BADTIN | SOLOOUTLAW | JUGGERNAUT | PosbYac
478__capture_2026-03-25T18-40-16-654Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Weapon | Rogue Turrets | Lava Epics | Few Asteroids | Legion Patrols | Few Ships,magpseedCDA5D00 | red:7CDA5C | msed7CD00 | seed:7CDA5D | sD0 | upseed:7CDA5D,
479__capture_2026-03-25T19-09-28-145Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Healing | Leech Swarms | Lava Epics | Dead Worlds | Legion Patrols | Few Ships,magseed7055780 | a: | magsee7570 | pseed:7C955 | ee98 | upseed:7C9557,
480__capture_2026-03-25T19-44-42-796Z.png,2DA78BC0,,9,False,False,Artifact: Ice | Haunted Storm | Ancient Vault | Rogue Turrets | Lava Epics | Lots Of Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,mapseed:2DA78BC0 | oseed:2DA781 | mapsedD78C0 | pseed:2DA78B | esede8Co | apseed:2DA78BC,
482__capture_2026-03-25T23-16-03-638Z.png,,NO_SEED_FOUND,2,True,False,Dead Sensors | Ancient Vault,mapsed:4808980 | d: | 4560 | mase48080 | pseed:438089 | pseed:43808,EXPLORER | Amberelocke | OBELISK
484__capture_2026-03-25T23-28-18-486Z.png,,NO_SEED_FOUND,1,True,False,Dead Sensors,magpsee:539280 | ed:539t | mosed59120 | seed:539E23 | e38 | apseed:539E231,
485__capture_2026-03-26T00-05-26-433Z.png,5472FD00,,9,False,False,Artifact: Ice | Fast Gate | Sandstorm | Rogue Turrets | Epic Loot | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,mapseed5472FD00 | )seed:5A72Fl | mapsd57200 | pseed:5A72FD | e0 | apseed:5A72FD,
486__capture_2026-03-26T00-23-22-280Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Ice | Fast Gate | Ice Storm | Ancient Vault | Lava Epics | Cryon Rift | Legion Patrols | Few Ships,mapsee:4CBF0380 | ed:4CBFC | mapsee48030 | pseed:4CBFO3 | e) | upseed:4CBFO31,iberelocke
487__capture_2026-03-26T03-21-37-161Z.png,49600,LENGTH_5_NOT_8,7,False,False,Artifact: Ice | Sandstorm | Rogue Turrets | Legion Patrols | Lots Of Asteroids | Dead Worlds | Few Ships,mapseed49600 | 42A9 | mapsd42960 | seed:442A96 | mes42860) | upseed:442A96,
488__capture_2026-03-26T04-14-53-953Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Ice | Fast Gate | Sandstorm | Ancient Vault | Legion Patrols | Lava Epics | Dead Worlds | Few Ships,magpseed4CDA00 | eed:404CDs | mpsd4D0 | pseed:404CDA | •• | apseed:404CDA,
491__capture_2026-03-26T22-33-58-626Z.png,0829D00,LENGTH_7_NOT_8,10,False,False,Artifact: Healing | Sandstorm | Ancient Vault | Leech Swarms | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Dead Worlds | Legion Patrols | Few Ships,mapseed0829D00 | d:: | 062 | masd0 | • | MEREMAINING55:100 | pseed:50829D,YOURRYEMAN | SOLOOUTLAW | EXPLPRER | DarkOPizza
492__capture_2026-03-26T22-48-36-656Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Weapon | Ancient Vault | Rogue Turrets | Low Altitude Fog | Few Asteroids | Legion Patrols | Few Ships,magseed726BA780 | a: | magsee726870 | upseed:726BA7 | mee61780 | upseed:726BA7,
495__capture_2026-03-27T00-06-35-033Z.png,3216E80,LENGTH_7_NOT_8,6,False,False,Artifact: Ice | Cosmic Storm | Ancient Vault | Legion Patrols | Lava Epics | Few Ships,mapseed:3216e80 | oseed:3A2161 | mapseed216e80 | pseed:3A216E | s21680 | upseed:3A216E,
496__capture_2026-03-27T00-32-12-183Z.png,623940,LENGTH_6_NOT_8,7,False,False,Artifact: Healing | Ice Storm | Leech Swarms | Lava Epics | Cryon Rift | Legion Patrols | Few Ships,mapseed623940 | seed:62394 | mapse2340 | ipseed:62394A | e240 | apseed:62394Ac,TUSTIN | SOLOOUTLAW
497__capture_2026-03-27T01-02-19-268Z.png,ECBC0,LENGTH_5_NOT_8,7,False,False,Artifact: Weapon | Ice Storm | Rogue Turrets | Lots Of Asteroids | Cryon Rift | Legion Patrols | Few Ships,mapseed:ECBC0 | sea:EC | masedCBC10 | seed:ECFB | meecCis | pseed:ECFBC,
499__capture_2026-03-27T01-51-49-247Z.png,169802,LENGTH_6_NOT_8,9,False,False,Artifact: Weapon | Haunted Storm | Ancient Vault | Rogue Turrets | Low Altitude Fog | Few Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,mapseed169802 | pea:16C | mapsed6902 | seed:16C981 | ose680) | apseed:16C98C,
501__capture_2026-03-27T06-32-01-987Z.png,232DC4C0,,8,False,False,Artifact: Healing | Fast Gate | Haunted Storm | Ancient Vault | Lava Epics | Gloaming Expanse | Legion Patrols | Few Ships,mapseed232DC4C0 | oseed:232DCL | mapsee2C40 | ipseed:232DC4 | s2cCco | apseed:232DC4C,
502__capture_2026-03-27T06-56-10-012Z.png,,NO_SEED_FOUND,9,False,False,Artifact: Ice | Cosmic Storm | Leech Swarms | Rogue Turrets | Epic Loot | Low Altitude Fog | Lots Of Asteroids | Legion Patrols | Few Ships,magseed:485D00 | eed:4A8F50 | mapsd:48500 | seed:4A8F5D | as400 | apseed:4A8F5D,
504__capture_2026-03-27T08-42-42-579Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Weapon | Cosmic Storm | Leech Swarms | Legion Patrols | Lots Of Asteroids | Few Ships,magpsee2598680 | )seed:2EE9B | magsed208660 | seed:2EE9B6 | e8680 | apseed:2EE9B61,
513__capture_2026-03-28T06-06-02-546Z.png,80E80,LENGTH_5_NOT_8,7,False,False,Artifact: Ice | Sandstorm | Rogue Turrets | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,magseed148080 | pseed:1EA8OF | mapseed80e80 | pseed:1EA8OF | sses | apseed:1EA8OFI,
514__capture_2026-03-28T06-37-45-178Z.png,16C8C20,LENGTH_7_NOT_8,1,True,False,Dead Sensors,mapseed16C8C20 | seed:16DC8( | mopse6C20 | pseed:16DC8C | ee600) | apseed:16DC8C:,
515__capture_2026-03-28T07-11-19-435Z.png,,NO_SEED_FOUND,9,False,False,Artifact: Weapon | Fast Gate | Sandstorm | Rogue Turrets | Low Altitude Fog | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,magseed1046480 | eed:104C6 | mapsee146480 | upseed:104C6Ai | mee06a8 | upseed:104C6Ai,
516__capture_2026-03-28T07-51-58-453Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Healing | Sandstorm | Ancient Vault | Easy Loot | Dead Worlds | Legion Patrols | Few Ships,magsee:3946580 | a: | magsed34680 | pseed:394465 | ee460 | apseed:3944651,
518__capture_2026-03-28T19-54-12-751Z.png,7300,LENGTH_4_NOT_8,6,False,False,Artifact: Weapon | Ancient Vault | Leech Swarms | Lots Of Asteroids | Legion Patrols | Few Ships,mapseed:7300 | eea:As | magsede300 | seed:A73E3 | ee0 | upseed:A73E3,
519__capture_2026-03-28T20-26-35-408Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Ice | Cosmic Storm | Rogue Turrets | Low Altitude Fog | Few Asteroids | Legion Patrols | Few Ships,magseed26D0 | seed:22C6ED | msed26e00 | seed:22C6ED | e200 | apseed:22C6EDC,
523__capture_2026-03-28T21-28-28-548Z.png,,NO_SEED_FOUND,4,False,False,Artifact: Ice | Lava Epics | Legion Patrols | Few Ships,magseedE7DCB80 | mapsedEDB80 | seed:E7DCB | sD8) | apseed:E7DCBJ,
524__capture_2026-03-28T21-51-11-665Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Weapon | Sandstorm | Legion Patrols | Lava Epics | Dead Worlds | Few Ships,mseed200 | ea:12 | maseg1700 | seed:127D7( | 10 | apseed:127D700,
526__capture_2026-03-28T22-55-18-571Z.png,,NO_SEED_FOUND,5,False,False,Artifact: Weapon | Low Altitude Fog | Gloaming Expanse | Legion Patrols | Few Ships,magseedC0e120 | eed:1COEI | mapseE20 | pseed:1COEEI | es) | apseed:1COEE1:,KEPLER'SWISH | OUTLAW
530__capture_2026-03-29T01-14-23-682Z.png,61480,LENGTH_5_NOT_8,7,False,False,Artifact: Weapon | Haunted Storm | Ancient Vault | Lava Epics | Gloaming Expanse | Legion Patrols | Few Ships,mapseed61480 | ed:614F1 | mapsed140 | seed:614F43 | s8 | apseed:614F431,
531__capture_2026-03-29T01-48-32-137Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Ice | Rogue Turrets | Legion Patrols | Few Asteroids | Dead Worlds | Few Ships,maseed27C60 | d:: | mase200 | pseed:27ECC6 | ese60 | apseed:27ECC61,
536__capture_2026-03-29T03-58-06-851Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Weapon | Rogue Turrets | Easy Loot | Legion Patrols | Lots Of Asteroids | Cryon Rift | Few Ships,magseed71070 | mapse70 | seed:71C70 | 0 | apseed:711C70X,berelocke
537__capture_2026-03-29T04-22-06-871Z.png,168140,LENGTH_6_NOT_8,6,False,False,Artifact: Ice | Leech Swarms | Lots Of Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,mapseed168140 | magsed316140 | seed:31F6B1 | mee6104 | apseed:31F6B1,
538__capture_2026-03-29T04-54-17-245Z.png,354800,LENGTH_6_NOT_8,1,True,False,Dead Sensors,mapseed354800 | ed:3F548 | mosed8540 | seed:3F5483 | ee60 | apseed:3F5483,mberelocke
539__capture_2026-03-29T05-19-45-277Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Healing | Haunted Storm | Leech Swarms | Rogue Turrets | Few Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,magpseed92AC10 | eed:B92A | mosd92AC10 | pseed:B92AC | oe | apseed:B92A,
541__capture_2026-03-29T05-54-21-198Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Ice | Sandstorm | Ancient Vault | Dead Worlds | Legion Patrols | Few Ships,magseed3203380 | Ped:3E20 | masede32030 | pseed:3E2033 | cYanmaGlowb | apseed:3E2033,DRILLSTATION
544__capture_2026-03-29T21-04-53-651Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Healing | Leech Swarms | Lava Epics | Lots Of Asteroids | Cryon Rift | Legion Patrols | Few Ships,magpseed1096420 | oseed:1A0964 | mased06420 | seed:1A0964 | s0420 | apseed:1A0964:,iberelocke
546__capture_2026-03-29T22-03-33-779Z.png,704E480,LENGTH_7_NOT_8,5,False,False,Artifact: Ice | Haunted Storm | Gloaming Expanse | Legion Patrols | Few Ships,mapseed704E480 | pseed:704AEA | mapsed7480 | pseed:704AEAj | mese048 | apseed:704AEAi,
549__capture_2026-03-29T23-31-16-007Z.png,3D36C40,LENGTH_7_NOT_8,7,False,False,Artifact: Weapon | Ice Storm | Ancient Vault | Epic Loot | Cryon Rift | Legion Patrols | Few Ships,mapseed3D36C40 | ed:3DB3 | magsed83640 | pseed:3DB36C | mese64) | apseed:3DB36C,peixepimentel
551__capture_2026-03-30T02-59-18-803Z.png,,NO_SEED_FOUND,1,True,False,Dead Sensors,magseed:5C00280 | mapsed80020 | seed:5BC003 | ese28 | upseed:5BC002),
553__capture_2026-03-30T03-41-22-891Z.png,450D00,LENGTH_6_NOT_8,4,False,False,Artifact: Weapon | Cosmic Storm | Legion Patrols | Few Ships,mapseed450D00 | ed:4A5AOI | mapsed4000 | pseed:4A5AOD | s400 | upseed:4A5A0De,
70__capture_2026-02-11T06-09-33-082Z.png,,NO_SEED_FOUND,7,False,False,Artifact: Weapon | Ice Storm | Ancient Vault | Easy Loot | Cryon Rift | Legion Patrols | Few Ships,magpseed68410 | seed:6C841 | mased6840 | seed:6C8441 | 0 | apseed:6C8441,1egPuppy
72__capture_2026-02-13T06-15-14-344Z.png,,NO_SEED_FOUND,10,False,False,Artifact: Healing | Haunted Storm | Ancient Vault | Rogue Turrets | Easy Loot | Legion Patrols | Low Altitude Fog | Lots Of Asteroids | Gloaming Expanse | Few Ships,magsee:626980 | eed:682F6 | mase860 | upseed:682F69 | e8 | upseed:682F691,
74__capture_2026-02-14T21-27-17-836Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Weapon | Ancient Vault | Lava Epics | Gloaming Expanse | Legion Patrols | Few Ships,magseed518780 | seed:51B | magseed180 | ipseed:5mB7 | e8 | apseed:5mB71,blinatty | mare84
77__capture_2026-02-14T23-04-50-618Z.png,,NO_SEED_FOUND,1,True,False,Dead Sensors,magseed2878C04 | pea:: | magse27804 | ipseed:2B7BC | s04) | apseed:2B7BC,
85__capture_2026-02-16T04-35-08-493Z.png,,NO_SEED_FOUND,5,False,False,Artifact: Healing | Cosmic Storm | Easy Loot | Legion Patrols | Few Ships,magpseed5768 | e4 | mapsee5768 | pseed:5276B | egse8 | apseed:5276Bi,artinguppy
86__capture_2026-02-16T05-01-22-170Z.png,,NO_SEED_FOUND,6,False,False,Artifact: Healing | Haunted Storm | Leech Swarms | Gloaming Expanse | Legion Patrols | Few Ships,magseed13837420 | seed:13837 | magsed137420 | ipseed:138374 | es8320 | apseed:138374:,
89__capture_2026-02-16T06-35-01-454Z.png,,NO_SEED_FOUND,8,False,False,Artifact: Ice | Fast Gate | Ice Storm | Leech Swarms | Legion Patrols | Lots Of Asteroids | Cryon Rift | Few Ships,magseed7C8E0880 | eed:7C8E0 | magseed708080 | upseed:7C8EOB | e) | apseed:7C8EOB:,
91__capture_2026-02-16T17-31-45-812Z.png,64AD00,LENGTH_6_NOT_8,1,True,False,Dead Sensors,mapseed64AD00 | )seed:6F4AAC | mapse64400 | pseed:6F4AAD | sADY | apseed:6F4AAD,
93__capture_2026-02-16T18-24-10-525Z.png,,NO_SEED_FOUND,1,True,False,Dead Sensors,magseed71700 | 901 | mase9100 | pseed:791730 | s0 | apseed:791730,leWhiteFo639
95__capture_2026-02-16T22-50-26-720Z.png,,NO_SEED_FOUND,9,False,False,Artifact: Ice | Sandstorm | Leech Swarms | Rogue Turrets | Lava Epics | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,magpseed6BAFIC80 | seed:6BAFIC | masede6BFiC0 | seed:6BAFIC | sAe | apseed:6BAFICI | cw,BricksParts
wg10.png,,NO_SEED_FOUND,8,False,True,Artifact: Ice | Cosmic Storm | Ancient Vault | Rogue Turrets | Legion Patrols | Lava Epics | Low Altitude Fog | Few Asteroids,EREMANNG45:2643 | TMEREMANN45:26 | 32 | Meremain | TMEREMANG45:26 | ieeemu | 32 | ieremaii,MiShRa
wg101.png,,NO_SEED_FOUND,4,False,True,Artifact: Weapon | Legion Patrols | Low Altitude Fog | Cryon Rift,IMEREMAINING7: | TIMEREMAINING57:55 | TIMEREMAINING57:55 | 7:5 | REMAIN,Dogepus | ARTIEACT
wg104.png,,NO_SEED_FOUND,8,False,True,Sandstorm | Ancient Vault | Leech Swarms | Rogue Turrets | Few Asteroids | Dead Worlds | Legion Patrols | Few Ships,MEREMANNOmapsed:4655800 | 7•• | TMEREMAINING59:506500 | TIMEREMAINING59:5 | 9:5 | EREMAININ | seed:46535,
wg105.png,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Lava Epics | Low Altitude Fog | Cryon Rift | Legion Patrols | Few Ships,INENEMANOmpsee288 | TMEREMAINING57:1572878 | TIMEREMAINING57:18 | 7:1 | EMAIN,
wg106.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,MEREMANOmapsee66280 | 7•• | TMEREMAINING57:06620 | TIMEREMAINING5:0 | 7:0 | EREMAININ | cYatYeo | seed:66b6r,
wg109.JPG,,NO_SEED_FOUND,1,True,True,Dead Sensors,MAININ: | TIMEREMANING9:51 | s | oseed:5761D | MREMANNG9:5 | DGA | pseed:5761D0,
wg111.JPG,,NO_SEED_FOUND,8,False,True,Artifact: Healing | Haunted Storm | Rogue Turrets | Lava Epics | Few Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,MEMAINNG:1 | TIMEREMANING9:51 | RKa | REMA | pseed:397EF | TIMEREMANNG9:5 | DGA | apseed:397EFC,
wg12.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,ekemmpseed304 | 7•• | TIMEREMANING59:30 | TIMEREANIN: | Meremaining59 | 9:3 | Red:,
wg14.png,,NO_SEED_FOUND,8,False,True,Artifact: Ice | Fast Gate | Leech Swarms | Rogue Turrets | Epic Loot | Lots Of Asteroids | Dead Worlds | Legion Patrols,ErEMaIiNiNG59:49 | TiMEREMANNG59:49 | Meremain | •.0 | TIMEEMANNGEOU59:49 | DGa1 | ESOURCI | 8 | rema,MiShRa
wg16.png,,NO_SEED_FOUND,4,False,True,Artifact: Ice | Ancient Vault | Legion Patrols | Dead Worlds,MEKEMANNOmapsee:768BCB80 | TIMEREMAINING59:046BCB80 | TIMEREMAINING59:0 | 9:0 | EREMAINI | seec:so,Old[SUS]ManJenkin
wg17.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,MEREMAnOmagee0 | ••• | TMEREMAINING58:031021840 | TIMEREMAINING58:02 | 8:0 | EREMAININ | 0seed:1D218,ToukaKirishima
wg18.png,2346A0C0,SUBST(2346A0CO->2346A0C0),6,False,True,Artifact: Healing | Fast Gate | Leech Swarms | Rogue Turrets | Cryon Rift | Legion Patrols,LREMAiNiNGmapseed2346A0Co | TIMEMAINING59:46AC0 | EREMAINI | 9:4 | e | TIMEREMAINING59:43C | 9:4 | apseed:2346A0,Old[SUS]ManJenkin
wg19.png,5536C00,LENGTH_7_NOT_8 | SUBST(5536CO0->5536C00),7,False,True,Artifact: Ice | Leech Swarms | Legion Patrols | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Gloaming Expanse,REMAiNiNGmapseed5536CO0 | TIEMAINING9:2036C0 | 9:2 | REMAIN | owb | seed:55: | TIEEMAINING59:20 | 9:2 | pseed:55316,Harue
wg2.png,,NO_SEED_FOUND,8,False,True,Artifact: Healing | Sandstorm | Ancient Vault | Leech Swarms | Rogue Turrets | Low Altitude Fog | Few Asteroids | Legion Patrols,mopseed8763840 | TMEREMANING55:5276340 | TIMREMAINING55:520 | 3 | Meremainio | pseed28763,AlGeneratedCheetah
wg20.png,531958,LENGTH_6_NOT_8,8,False,True,Artifact: Weapon | Sandstorm | Rogue Turrets | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Dead Worlds | Legion Patrols,REMAINiNGmapseed531958 | TIMEEMAINING59:5331958 | 9:5 | seed:53 | TiMERMAINING5953 | 9:5 | ipseed:5319,ChineseShipDefende
wg22.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,MEREMANOmagsed:39DCO | 7•• | TMEREMAINING59:36859DCO | TIMEREMAINING59:3 | 9:3 | EREMAININ | seed:3B591,Zayano
wg23.png,,NO_SEED_FOUND,6,False,True,Artifact: Healing | Rogue Turrets | Epic Loot | Few Asteroids | Cryon Rift | Legion Patrols,—sed991 | moseed2900 | seed:729D | ReANmngs2010 | •:3 | seed:729D91,alxndr008 | SPECIÁLLOOT
wg25.png,,NO_SEED_FOUND,7,False,True,Artifact: Ice | Ice Storm | Leech Swarms | Legion Patrols | Lava Epics | Lots Of Asteroids | Cryon Rift,d4 | mopseed75000 | eed:7F74 | eRMANmogs740 | seed:7F74D5,alxndr008
wg27.png,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Sandstorm | Leech Swarms | Legion Patrols | Low Altitude Fog | Dead Worlds,s656 | mopseed508 | oseed:563CI | Rmogs08 | seed:563CBa,OjuanBird | SPECIÁLLOOT
wg29.png,,NO_SEED_FOUND,5,False,True,Artifact: Healing | Cosmic Storm | Easy Loot | Low Altitude Fog | Legion Patrols,VLRLMANINGmaseedICDIACO | TMEREMAINING59:51CDACO | TIMEREMAINN59:51 | 9:5 | seed:3F,jangomango123 | ARTIEACT
wg31.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,IMEREMAINING5S:Sd23EC | ••• | TIMEREMAINING53:3 | TIMEREMAINING5: | 3:3 | EREMAINING | cYnaGYe | apseed:2:,jangomango123
wg33.png,,NO_SEED_FOUND,5,False,True,Artifact: Ice | Cosmic Storm | Ancient Vault | Lava Epics | Legion Patrols,VLRLMAlNIiNmasee:B670 | TMEEMAINING9:5.42670 | TIMEREMAINNG59:51 | 9:5 | 0seed:42,jangomango123 | ARTIEACT
wg36.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,seeddecrte:73ECA50 | eddecarte:73ECA5 | seddoat:3C50 | eddecarte:73ECA5 | d. | eddecarte:73ECA5,ChineseShipDefende | TRÉSORSPÉCIAL | ARTEFACT
wg37.png,,NO_SEED_FOUND,1,True,True,Dead Sensors,WLDGaTEClipRESOCF1 | DGATEOU,
wg38.jpg,,NO_SEED_FOUND,2,False,True,Artifact: Healing | Sandstorm,ndcor:S2A1Y0 | cYanmamMntYo | eddecarke:324759: | amY | eddecarke:32a759,lanceiwami | TOURELLESPIRATES | CHAMPSDELAVE | NOMBREUXASTÉROIDES | TERRESMORTES
wg40.JPG,,NO_SEED_FOUND,6,False,True,Artifact: Healing | Haunted Storm | Ancient Vault | Legion Patrols | Lava Epics | Gloaming Expanse,RLMAlNiNGmapsee:538A680 | seed:53BA6 | TIMEREMAINING59:523A680 | MEREMAININ | C | pseed:53BA6 | TIMEREMAINING59:52 | 9:5 | EREMAININ | apseed:53BA66,frothymug
wg41.png,,NO_SEED_FOUND,9,False,True,Artifact: Healing | Ice Storm | Ancient Vault | Leech Swarms | Rogue Turrets | Epic Loot | Low Altitude Fog | Cryon Rift | Legion Patrols,ceaiNiNmseedD100 | TMAIN59:2A10 | 982 | TIEREMAINING59:25 | 982,DokmyWok
wg43.png,3CB804,LENGTH_6_NOT_8,1,True,True,Dead Sensors,MEREMANOmapseed:3CB804 | ••• | TMEREMAINING50:30:3ICB04 | TIMEREMANING50:3 | O:3 | EREMAININ | ••,Blu3_L3af
wg45.png,1F00420,LENGTH_7_NOT_8 | SUBST(1FO0420->1F00420),7,False,True,Artifact: Healing | Sandstorm | Ancient Vault | Leech Swarms | Lava Epics | Dead Worlds | Legion Patrols,REMAiNINGmapseed:1FO0420 | TMAINING59:510.40 | 9:5 | ow | seed: | TIEEMAINING59:512 | 9:5 | 0seed:18F(,TheF16
wg50.png,,NO_SEED_FOUND,9,False,True,Artifact: Weapon | Fast Gate | Ancient Vault | Leech Swarms | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Gloaming Expanse | Legion Patrols,REMAININ59:29 | )• | TIMREMAINI: | 9:2 | TIMEREMANINGRESOURG59:29 | DGA | SOURCI | 9:2,frothymug
wg52.JPG,6C48700,LENGTH_7_NOT_8,6,False,True,Artifact: Weapon | Ice Storm | Leech Swarms | Epic Loot | Legion Patrols | Cryon Rift,RLMAlNiNmapseed:6C48700 | seed:6C4877 | TIMEREMAINING59:24770 | MEREMAININ | pseed:6C4877 | TIMEREMAINING59:24 | 9·2 | EREMAININ | apseed:6C4877,River.Banks
wg54.png,,NO_SEED_FOUND,5,False,True,Artifact: Weapon | Legion Patrols | Low Altitude Fog | Dead Worlds | Few Ships,MEREMANNO4magpsed:16080 | TMEREMAINING4O:5761600 | TIMEREMAINING40: | 0:5 | EREMAININ | seed:61,
wg56.png,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Ice Storm | Leech Swarms | Lots Of Asteroids | Cryon Rift | Legion Patrols,LRLMAnNiNmasee60200 | TIN:4400 | EREMAINI | : | TIMEREMAINING59:44 | • | )• | :L | seec:6,G4Zy
wg59.png,510380,LENGTH_6_NOT_8,4,False,True,Artifact: Weapon | Ice Storm | Cryon Rift | Legion Patrols,MEREMANINOmapseed:510380 | —•• | TIMEREMAINING59:421030 | 7• | TIMEREMAINING59:42 | 9:4 | EREMAINI | seed:5F1,soZedante
wg6.png,,NO_SEED_FOUND,4,False,True,Artifact: Ice | Legion Patrols | Lava Epics | Low Altitude Fog,IMEREMAINING56:5 | TIMEREMAINING56:59 | 6: | TMEREMAINING56:9 | 6:5 | REMAININ,itamare84
wg62.png,,NO_SEED_FOUND,3,False,True,Artifact: Healing | Sandstorm | Ancient Vault,EMTOREOTANseeddecare:5298C680 | J• | Idecarte:5 | TEMPSRES1AN159:4629C680 | eddecarte:52 | TEMPSRESTANT59:4 | :)• | $2 | eddecarte:5298C8,PATROUILLESDELALÉGION | CHAMPSDELAVE | TERRESMORTES | QUELQUESVAISSEAUX | TRÉSORSPÉCIAL
wg64.JPG,,NO_SEED_FOUND,8,False,True,Ancient Vault | Rogue Turrets | Easy Loot | Legion Patrols | Low Altitude Fog | Few Asteroids | Gloaming Expanse | Few Ships,MEREMAmapsed:E0C5480 | • | seed:6EOC | MEREMAINING59:520C5480 | ipseed:6EOC54 | TIMEREMAINING9:2 | 9:5 | REMAININ | apseed:6EOC54,
wg65.JPG,,NO_SEED_FOUND,6,False,True,Artifact: Weapon | Rogue Turrets | Few Asteroids | Gloaming Expanse | Legion Patrols | Few Ships,MEREMAnOmapsed:5017400 | Z•T | : | pseed:501741 | 1MEREMAINING59:4501400 | pseed:501741 | TIMEREMAINING9:4 | 9:4 | REMAININ | apseed:50174E,
wg66.png,259C780,LENGTH_7_NOT_8,8,False,True,Ice Storm | Ancient Vault | Leech Swarms | Rogue Turrets | Legion Patrols | Few Asteroids | Cryon Rift | Few Ships,MEREMANNOmapseed259C780 | 7•• | TMEREMAINING59:357259C780 | TIMEREMAINING59:3 | 9:3 | EREMAININ | seee:sp,
wg69.png,42CE180,LENGTH_7_NOT_8,8,False,True,Cosmic Storm | Ancient Vault | Leech Swarms | Lava Epics | Low Altitude Fog | Lots Of Asteroids | Legion Patrols | Few Ships,MEREMANNNOmapseed:42CE180 | 7•• | TMEREMAINING59:53426CE180 | TIMEREMAINING59:5 | 9:5 | EREMAININ | 0seed:426CE,
